word1,word2,n,date
covid,19,32368,2022-01-22T00:00:00Z
covid,deaths,3351,2022-01-22T00:00:00Z
covid,test,3101,2022-01-22T00:00:00Z
covid,vaccine,2874,2022-01-22T00:00:00Z
tested,positive,2679,2022-01-22T00:00:00Z
covid,restrictions,2172,2022-01-22T00:00:00Z
covid,tests,2039,2022-01-22T00:00:00Z
covid,pandemic,1899,2022-01-22T00:00:00Z
19,vaccine,1872,2022-01-22T00:00:00Z
january,2022,1842,2022-01-22T00:00:00Z
nasser,mohammed,1802,2022-01-22T00:00:00Z
al,yamani,1799,2022-01-22T00:00:00Z
mohammed,al,1799,2022-01-22T00:00:00Z
public,health,1699,2022-01-22T00:00:00Z
imam,nasser,1642,2022-01-22T00:00:00Z
12,jumada,1615,2022-01-22T00:00:00Z
jumada,ii,1615,2022-01-22T00:00:00Z
1443,ah,1611,2022-01-22T00:00:00Z
ii,1443,1610,2022-01-22T00:00:00Z
yamani,12,1610,2022-01-22T00:00:00Z
covid,positive,1607,2022-01-22T00:00:00Z
15,january,1553,2022-01-22T00:00:00Z
natural,immunity,1549,2022-01-22T00:00:00Z
2022,ad,1548,2022-01-22T00:00:00Z
ah,15,1524,2022-01-22T00:00:00Z
covid,vaccines,1477,2022-01-22T00:00:00Z
meat,loaf,1392,2022-01-22T00:00:00Z
covid,patients,1314,2022-01-22T00:00:00Z
19,pandemic,1306,2022-01-22T00:00:00Z
post,covid,1214,2022-01-22T00:00:00Z
caught,covid,1188,2022-01-22T00:00:00Z
global,pandemic,1155,2022-01-22T00:00:00Z
covid,death,1136,2022-01-22T00:00:00Z
ashley,park,1134,2022-01-22T00:00:00Z
catch,covid,1117,2022-01-22T00:00:00Z
asian,community,1096,2022-01-22T00:00:00Z
mental,health,1089,2022-01-22T00:00:00Z
bts,ashley,1078,2022-01-22T00:00:00Z
owe,bts,1078,2022-01-22T00:00:00Z
xenophobia,asians,1078,2022-01-22T00:00:00Z
headline,jimmykimmel,1076,2022-01-22T00:00:00Z
actions,perpetuate,1075,2022-01-22T00:00:00Z
humor,racism,1074,2022-01-22T00:00:00Z
omicron,variant,1072,2022-01-22T00:00:00Z
covid,testing,1061,2022-01-22T00:00:00Z
covid,omicron,1012,2022-01-22T00:00:00Z
bill,maher,999,2022-01-22T00:00:00Z
anti,vax,963,2022-01-22T00:00:00Z
covid,related,904,2022-01-22T00:00:00Z
19,vaccines,884,2022-01-22T00:00:00Z
catching,covid,863,2022-01-22T00:00:00Z
vaccine,mandate,854,2022-01-22T00:00:00Z
daily,covid,850,2022-01-22T00:00:00Z
covid,free,827,2022-01-22T00:00:00Z
health,care,823,2022-01-22T00:00:00Z
2022,01,782,2022-01-22T00:00:00Z
aaron,rodgers,778,2022-01-22T00:00:00Z
anti,vaxxers,757,2022-01-22T00:00:00Z
19,testing,756,2022-01-22T00:00:00Z
free,covid,756,2022-01-22T00:00:00Z
home,covid,744,2022-01-22T00:00:00Z
test,positive,742,2022-01-22T00:00:00Z
24,hours,719,2022-01-22T00:00:00Z
vaccinated,people,705,2022-01-22T00:00:00Z
1,2,701,2022-01-22T00:00:00Z
immune,system,693,2022-01-22T00:00:00Z
covid,symptoms,687,2022-01-22T00:00:00Z
health,data,683,2022-01-22T00:00:00Z
2,weeks,676,2022-01-22T00:00:00Z
18,covid,655,2022-01-22T00:00:00Z
data,covid19,655,2022-01-22T00:00:00Z
covid,insights,654,2022-01-22T00:00:00Z
covid19,publichealth,654,2022-01-22T00:00:00Z
01,18,653,2022-01-22T00:00:00Z
analytics,health,653,2022-01-22T00:00:00Z
analytics,team,653,2022-01-22T00:00:00Z
