word1,word2,n,date
covid,19,85649,2021-04-07T00:00:00Z
covid,vaccine,12595,2021-04-07T00:00:00Z
19,vaccine,10140,2021-04-07T00:00:00Z
19,pandemic,4351,2021-04-07T00:00:00Z
mental,health,3282,2021-04-07T00:00:00Z
blood,clots,3158,2021-04-07T00:00:00Z
19,vaccines,2922,2021-04-07T00:00:00Z
covid,test,2736,2021-04-07T00:00:00Z
global,pandemic,2688,2021-04-07T00:00:00Z
public,health,2667,2021-04-07T00:00:00Z
world,health,2572,2021-04-07T00:00:00Z
covid,vaccines,2422,2021-04-07T00:00:00Z
post,covid,2417,2021-04-07T00:00:00Z
19,vaccination,2305,2021-04-07T00:00:00Z
health,day,2244,2021-04-07T00:00:00Z
covid,shot,2225,2021-04-07T00:00:00Z
post,pandemic,2193,2021-04-07T00:00:00Z
covid,deaths,2119,2021-04-07T00:00:00Z
tested,positive,2084,2021-04-07T00:00:00Z
vaccine,passports,1843,2021-04-07T00:00:00Z
covid19,pandemic,1796,2021-04-07T00:00:00Z
social,distancing,1784,2021-04-07T00:00:00Z
covid,vaccination,1575,2021-04-07T00:00:00Z
astrazeneca,vaccine,1493,2021-04-07T00:00:00Z
24,hours,1478,2021-04-07T00:00:00Z
covid,restrictions,1460,2021-04-07T00:00:00Z
coronavirus,pandemic,1373,2021-04-07T00:00:00Z
covid,positive,1371,2021-04-07T00:00:00Z
coronavirus,vaccine,1311,2021-04-07T00:00:00Z
covid,patients,1296,2021-04-07T00:00:00Z
healthier,world,1281,2021-04-07T00:00:00Z
6,months,1244,2021-04-07T00:00:00Z
stay,safe,1243,2021-04-07T00:00:00Z
4,000,1234,2021-04-07T00:00:00Z
health,care,1232,2021-04-07T00:00:00Z
blood,clot,1226,2021-04-07T00:00:00Z
covid,pandemic,1223,2021-04-07T00:00:00Z
april,7,1216,2021-04-07T00:00:00Z
vaccine,appointments,1203,2021-04-07T00:00:00Z
astrazeneca,covid,1174,2021-04-07T00:00:00Z
vaccine,rollout,1091,2021-04-07T00:00:00Z
survivors,suffer,1066,2021-04-07T00:00:00Z
availability,kroger,1063,2021-04-07T00:00:00Z
covid,survivors,1055,2021-04-07T00:00:00Z
covid,passports,1046,2021-04-07T00:00:00Z
covid,relief,1021,2021-04-07T00:00:00Z
fairer,healthier,970,2021-04-07T00:00:00Z
2,weeks,966,2021-04-07T00:00:00Z
ー,19,958,2021-04-07T00:00:00Z
covid,ー,951,2021-04-07T00:00:00Z
covid,related,942,2021-04-07T00:00:00Z
1,2,932,2021-04-07T00:00:00Z
19,positive,923,2021-04-07T00:00:00Z
death,toll,907,2021-04-07T00:00:00Z
19,deaths,894,2021-04-07T00:00:00Z
wearing,masks,887,2021-04-07T00:00:00Z
million,people,866,2021-04-07T00:00:00Z
wear,masks,852,2021-04-07T00:00:00Z
covid,death,851,2021-04-07T00:00:00Z
stay,home,840,2021-04-07T00:00:00Z
covid,free,826,2021-04-07T00:00:00Z
pre,covid,826,2021-04-07T00:00:00Z
19,survivors,821,2021-04-07T00:00:00Z
immune,system,811,2021-04-07T00:00:00Z
april,19,808,2021-04-07T00:00:00Z
daily,covid,803,2021-04-07T00:00:00Z
19,patients,802,2021-04-07T00:00:00Z
rare,blood,802,2021-04-07T00:00:00Z
social,media,801,2021-04-07T00:00:00Z
herd,immunity,786,2021-04-07T00:00:00Z
test,positive,786,2021-04-07T00:00:00Z
board,exams,785,2021-04-07T00:00:00Z
vaccine,doses,783,2021-04-07T00:00:00Z
health,minister,781,2021-04-07T00:00:00Z
covid,tests,779,2021-04-07T00:00:00Z
covid,testing,766,2021-04-07T00:00:00Z
doug,ford,766,2021-04-07T00:00:00Z
covid,response,760,2021-04-07T00:00:00Z
covid,situation,759,2021-04-07T00:00:00Z
19,infections,757,2021-04-07T00:00:00Z
catch,covid,757,2021-04-07T00:00:00Z
health,officials,748,2021-04-07T00:00:00Z
night,curfew,744,2021-04-07T00:00:00Z
covid,jab,737,2021-04-07T00:00:00Z
pandemic,started,732,2021-04-07T00:00:00Z
gt,gt,730,2021-04-07T00:00:00Z
mental,disorders,726,2021-04-07T00:00:00Z
single,day,722,2021-04-07T00:00:00Z
mohfw,india,717,2021-04-07T00:00:00Z
april,2021,714,2021-04-07T00:00:00Z
pandemic,response,706,2021-04-07T00:00:00Z
tests,positive,704,2021-04-07T00:00:00Z
health,workers,691,2021-04-07T00:00:00Z
covid,symptoms,690,2021-04-07T00:00:00Z
catching,covid,686,2021-04-07T00:00:00Z
positive,patients,679,2021-04-07T00:00:00Z
hotel,quarantine,676,2021-04-07T00:00:00Z
coronavirus,covid19,675,2021-04-07T00:00:00Z
