word1,word2,n,date
covid,19,72634,2021-05-10T00:00:00Z
19,vaccine,8023,2021-05-10T00:00:00Z
covid,vaccine,7419,2021-05-10T00:00:00Z
covid,patients,3599,2021-05-10T00:00:00Z
19,pandemic,3506,2021-05-10T00:00:00Z
mental,health,3196,2021-05-10T00:00:00Z
covid,deaths,2581,2021-05-10T00:00:00Z
19,vaccines,2501,2021-05-10T00:00:00Z
post,covid,2358,2021-05-10T00:00:00Z
covid,crisis,2206,2021-05-10T00:00:00Z
covid,vaccines,2069,2021-05-10T00:00:00Z
post,pandemic,1972,2021-05-10T00:00:00Z
covid,test,1970,2021-05-10T00:00:00Z
global,pandemic,1819,2021-05-10T00:00:00Z
covid,positive,1790,2021-05-10T00:00:00Z
public,health,1682,2021-05-10T00:00:00Z
19,vaccination,1672,2021-05-10T00:00:00Z
covid,restrictions,1520,2021-05-10T00:00:00Z
covid,situation,1504,2021-05-10T00:00:00Z
19,patients,1498,2021-05-10T00:00:00Z
pfizer,biontech,1389,2021-05-10T00:00:00Z
covid,pandemic,1363,2021-05-10T00:00:00Z
covid,shot,1337,2021-05-10T00:00:00Z
covid,vaccination,1301,2021-05-10T00:00:00Z
covid,relief,1283,2021-05-10T00:00:00Z
social,distancing,1257,2021-05-10T00:00:00Z
covid19,pandemic,1244,2021-05-10T00:00:00Z
covid,care,1207,2021-05-10T00:00:00Z
black,fungus,1188,2021-05-10T00:00:00Z
tested,positive,1184,2021-05-10T00:00:00Z
coronavirus,vaccine,1174,2021-05-10T00:00:00Z
boris,johnson,1131,2021-05-10T00:00:00Z
pfizer,covid,1111,2021-05-10T00:00:00Z
health,care,1092,2021-05-10T00:00:00Z
authorizes,pfizer,1069,2021-05-10T00:00:00Z
coronavirus,pandemic,1064,2021-05-10T00:00:00Z
covid,related,1047,2021-05-10T00:00:00Z
stay,safe,1040,2021-05-10T00:00:00Z
ages,12,1029,2021-05-10T00:00:00Z
harris,teeter,1022,2021-05-10T00:00:00Z
12,15,1019,2021-05-10T00:00:00Z
pandemic,situation,1013,2021-05-10T00:00:00Z
fda,authorizes,978,2021-05-10T00:00:00Z
india,covid,958,2021-05-10T00:00:00Z
prime,minister,948,2021-05-10T00:00:00Z
1,2,933,2021-05-10T00:00:00Z
mohfw,india,927,2021-05-10T00:00:00Z
herd,immunity,906,2021-05-10T00:00:00Z
covid,patient,876,2021-05-10T00:00:00Z
total,appointments,870,2021-05-10T00:00:00Z
stay,home,868,2021-05-10T00:00:00Z
24,hours,846,2021-05-10T00:00:00Z
social,media,841,2021-05-10T00:00:00Z
19,restrictions,829,2021-05-10T00:00:00Z
pandemic,response,819,2021-05-10T00:00:00Z
covid,variant,802,2021-05-10T00:00:00Z
dr,fauci,791,2021-05-10T00:00:00Z
dead,bodies,778,2021-05-10T00:00:00Z
wearing,masks,772,2021-05-10T00:00:00Z
19,crisis,767,2021-05-10T00:00:00Z
biontech,covid,766,2021-05-10T00:00:00Z
covid,lockdown,765,2021-05-10T00:00:00Z
board,exams,756,2021-05-10T00:00:00Z
pre,covid,750,2021-05-10T00:00:00Z
registration,link,748,2021-05-10T00:00:00Z
appointments,detected,739,2021-05-10T00:00:00Z
detected,provider,739,2021-05-10T00:00:00Z
cvs,pharmacy,729,2021-05-10T00:00:00Z
pharmacy,city,715,2021-05-10T00:00:00Z
provider,cvs,715,2021-05-10T00:00:00Z
covid,death,695,2021-05-10T00:00:00Z
wuhan,lab,679,2021-05-10T00:00:00Z
19,deaths,672,2021-05-10T00:00:00Z
positivity,rate,666,2021-05-10T00:00:00Z
covid,hospital,663,2021-05-10T00:00:00Z
2nd,wave,656,2021-05-10T00:00:00Z
2,weeks,654,2021-05-10T00:00:00Z
nationwide,lockdown,649,2021-05-10T00:00:00Z
pandemic,started,649,2021-05-10T00:00:00Z
supreme,court,641,2021-05-10T00:00:00Z
pfizer,vaccine,637,2021-05-10T00:00:00Z
health,minister,620,2021-05-10T00:00:00Z
10,2021,617,2021-05-10T00:00:00Z
sars,cov,614,2021-05-10T00:00:00Z
covid19,coronavirus,611,2021-05-10T00:00:00Z
covid,protocols,609,2021-05-10T00:00:00Z
rite,aid,608,2021-05-10T00:00:00Z
vaccine,doses,606,2021-05-10T00:00:00Z
covid,hit,601,2021-05-10T00:00:00Z
fight,covid,598,2021-05-10T00:00:00Z
19,outbreak,589,2021-05-10T00:00:00Z
free,covid,586,2021-05-10T00:00:00Z
gwyneth,paltrow,585,2021-05-10T00:00:00Z
complete,lockdown,584,2021-05-10T00:00:00Z
death,toll,581,2021-05-10T00:00:00Z
lockdown,easing,578,2021-05-10T00:00:00Z
19,vaccinations,577,2021-05-10T00:00:00Z
14,days,570,2021-05-10T00:00:00Z
wear,masks,567,2021-05-10T00:00:00Z
gt,gt,561,2021-05-10T00:00:00Z
covid,free,560,2021-05-10T00:00:00Z
covid,ve,559,2021-05-10T00:00:00Z
oxygen,supply,559,2021-05-10T00:00:00Z
save,lives,551,2021-05-10T00:00:00Z
anti,lockdown,549,2021-05-10T00:00:00Z
cov,2,548,2021-05-10T00:00:00Z
covid,tests,548,2021-05-10T00:00:00Z
global,health,545,2021-05-10T00:00:00Z
alert,level,543,2021-05-10T00:00:00Z
19,update,541,2021-05-10T00:00:00Z
bbc,news,532,2021-05-10T00:00:00Z
covid,treatment,532,2021-05-10T00:00:00Z
pre,pandemic,532,2021-05-10T00:00:00Z
covid19,vaccine,529,2021-05-10T00:00:00Z
covid,jab,527,2021-05-10T00:00:00Z
covid,response,525,2021-05-10T00:00:00Z
amid,covid,523,2021-05-10T00:00:00Z
lockdown,restrictions,523,2021-05-10T00:00:00Z
covid,testing,522,2021-05-10T00:00:00Z
joe,biden,522,2021-05-10T00:00:00Z
covid,rules,516,2021-05-10T00:00:00Z
