word1,word2,n,date
covid,19,7987,2020-02-12T00:00:00Z
coronavirus,outbreak,5905,2020-02-12T00:00:00Z
cruise,ship,3250,2020-02-12T00:00:00Z
coronavirus,fears,2281,2020-02-12T00:00:00Z
death,toll,1678,2020-02-12T00:00:00Z
mobile,world,1501,2020-02-12T00:00:00Z
world,congress,1477,2020-02-12T00:00:00Z
hong,kong,1469,2020-02-12T00:00:00Z
coronavirus,covid19,1133,2020-02-12T00:00:00Z
grand,prix,1059,2020-02-12T00:00:00Z
world,health,1051,2020-02-12T00:00:00Z
chinese,grand,932,2020-02-12T00:00:00Z
wuhan,coronavirus,926,2020-02-12T00:00:00Z
coronavirus,concerns,911,2020-02-12T00:00:00Z
amid,coronavirus,891,2020-02-12T00:00:00Z
diamond,princess,823,2020-02-12T00:00:00Z
coronavirus,death,797,2020-02-12T00:00:00Z
health,organization,778,2020-02-12T00:00:00Z
corona,virus,777,2020-02-12T00:00:00Z
china,coronavirus,772,2020-02-12T00:00:00Z
covid19,coronavirus,758,2020-02-12T00:00:00Z
2019,ncov,757,2020-02-12T00:00:00Z
coronavirus,covid,681,2020-02-12T00:00:00Z
wuhan,china,647,2020-02-12T00:00:00Z
bbc,news,635,2020-02-12T00:00:00Z
coronavirus,epidemic,606,2020-02-12T00:00:00Z
public,health,594,2020-02-12T00:00:00Z
postponed,due,592,2020-02-12T00:00:00Z
coronavirus,patients,591,2020-02-12T00:00:00Z
coronavirus,spread,574,2020-02-12T00:00:00Z
coronavirus,china,570,2020-02-12T00:00:00Z
coronavirus,coronavirusoutbreak,557,2020-02-12T00:00:00Z
1,000,532,2020-02-12T00:00:00Z
coronavirus,quarantine,530,2020-02-12T00:00:00Z
news,coronavirus,509,2020-02-12T00:00:00Z
coronavirus,disease,501,2020-02-12T00:00:00Z
mwc,2020,498,2020-02-12T00:00:00Z
wuhan,virus,492,2020-02-12T00:00:00Z
tested,positive,488,2020-02-12T00:00:00Z
live,updates,453,2020-02-12T00:00:00Z
1,100,452,2020-02-12T00:00:00Z
prix,postponed,449,2020-02-12T00:00:00Z
princess,cruise,428,2020-02-12T00:00:00Z
canceled,due,412,2020-02-12T00:00:00Z
coronavirus,patient,406,2020-02-12T00:00:00Z
coronavirus,update,402,2020-02-12T00:00:00Z
health,officials,400,2020-02-12T00:00:00Z
test,kits,391,2020-02-12T00:00:00Z
coronavirus,infection,387,2020-02-12T00:00:00Z
chinese,people,378,2020-02-12T00:00:00Z
coronavirus,2019,378,2020-02-12T00:00:00Z
hubei,province,369,2020-02-12T00:00:00Z
coronavirus,live,367,2020-02-12T00:00:00Z
japan,cruise,367,2020-02-12T00:00:00Z
cancelled,due,365,2020-02-12T00:00:00Z
named,covid,364,2020-02-12T00:00:00Z
coronavirus,test,362,2020-02-12T00:00:00Z
deadly,coronavirus,361,2020-02-12T00:00:00Z
singapore,bank,361,2020-02-12T00:00:00Z
san,diego,355,2020-02-12T00:00:00Z
chinese,government,350,2020-02-12T00:00:00Z
coronavirus,vaccine,345,2020-02-12T00:00:00Z
coronavirus,crisis,341,2020-02-12T00:00:00Z
global,population,338,2020-02-12T00:00:00Z
fight,coronavirus,332,2020-02-12T00:00:00Z
social,media,332,2020-02-12T00:00:00Z
quarantine,officer,329,2020-02-12T00:00:00Z
19,coronavirus,327,2020-02-12T00:00:00Z
coronavirus,updates,323,2020-02-12T00:00:00Z
york,times,313,2020-02-12T00:00:00Z
coronavirus,infections,309,2020-02-12T00:00:00Z
coronavirus,chinese,306,2020-02-12T00:00:00Z
grave,threat,306,2020-02-12T00:00:00Z
infect,60,303,2020-02-12T00:00:00Z
incubation,period,301,2020-02-12T00:00:00Z
test,positive,301,2020-02-12T00:00:00Z
super,spreader,296,2020-02-12T00:00:00Z
chinese,gp,285,2020-02-12T00:00:00Z
coronavirus,singapore,284,2020-02-12T00:00:00Z
coronavirus,impact,280,2020-02-12T00:00:00Z
14,days,277,2020-02-12T00:00:00Z
mainland,china,273,2020-02-12T00:00:00Z
18,months,272,2020-02-12T00:00:00Z
cruise,ships,270,2020-02-12T00:00:00Z
covid,19news,269,2020-02-12T00:00:00Z
china,wuhan,266,2020-02-12T00:00:00Z
coronavirusoutbreak,coronavirus,265,2020-02-12T00:00:00Z
deny,entry,264,2020-02-12T00:00:00Z
called,covid,262,2020-02-12T00:00:00Z
oil,demand,262,2020-02-12T00:00:00Z
countries,deny,259,2020-02-12T00:00:00Z
global,economy,254,2020-02-12T00:00:00Z
sars,cov,254,2020-02-12T00:00:00Z
coronavirus,cruise,252,2020-02-12T00:00:00Z
supply,chain,252,2020-02-12T00:00:00Z
coronavirus,spreads,250,2020-02-12T00:00:00Z
suspected,coronavirus,250,2020-02-12T00:00:00Z
bank,evacuated,249,2020-02-12T00:00:00Z
toll,rises,249,2020-02-12T00:00:00Z
medical,staff,248,2020-02-12T00:00:00Z
experts,disagree,245,2020-02-12T00:00:00Z
china,reports,242,2020-02-12T00:00:00Z
close,contact,241,2020-02-12T00:00:00Z
falls,ill,240,2020-02-12T00:00:00Z
georgia,residents,240,2020-02-12T00:00:00Z
disease,caused,238,2020-02-12T00:00:00Z
