word1,word2,n,date
covid,19,77774,2021-03-17T00:00:00Z
covid,vaccine,11099,2021-03-17T00:00:00Z
19,vaccine,10657,2021-03-17T00:00:00Z
19,pandemic,3896,2021-03-17T00:00:00Z
covid,relief,3297,2021-03-17T00:00:00Z
st,patrick,3283,2021-03-17T00:00:00Z
19,vaccines,2845,2021-03-17T00:00:00Z
mental,health,2450,2021-03-17T00:00:00Z
global,pandemic,2444,2021-03-17T00:00:00Z
china,virus,2417,2021-03-17T00:00:00Z
post,covid,2399,2021-03-17T00:00:00Z
covid,test,2398,2021-03-17T00:00:00Z
asian,americans,2342,2021-03-17T00:00:00Z
covid,vaccines,2286,2021-03-17T00:00:00Z
19,vaccination,2282,2021-03-17T00:00:00Z
anti,asian,2129,2021-03-17T00:00:00Z
hate,crimes,2064,2021-03-17T00:00:00Z
post,pandemic,2041,2021-03-17T00:00:00Z
covid,deaths,2013,2021-03-17T00:00:00Z
public,health,1994,2021-03-17T00:00:00Z
covid19,pandemic,1500,2021-03-17T00:00:00Z
coronavirus,pandemic,1476,2021-03-17T00:00:00Z
coronavirus,vaccine,1431,2021-03-17T00:00:00Z
covid,vaccination,1430,2021-03-17T00:00:00Z
tested,positive,1357,2021-03-17T00:00:00Z
covid,shot,1304,2021-03-17T00:00:00Z
relief,bill,1271,2021-03-17T00:00:00Z
march,17,1249,2021-03-17T00:00:00Z
covid,restrictions,1242,2021-03-17T00:00:00Z
social,distancing,1234,2021-03-17T00:00:00Z
happy,st,1206,2021-03-17T00:00:00Z
covid,jab,1196,2021-03-17T00:00:00Z
health,care,1157,2021-03-17T00:00:00Z
covid,patients,1133,2021-03-17T00:00:00Z
astrazeneca,covid,1084,2021-03-17T00:00:00Z
asian,hate,1076,2021-03-17T00:00:00Z
covid,related,1063,2021-03-17T00:00:00Z
donald,trump,1039,2021-03-17T00:00:00Z
social,media,994,2021-03-17T00:00:00Z
vaccine,rollout,981,2021-03-17T00:00:00Z
pandemic,started,975,2021-03-17T00:00:00Z
joe,biden,963,2021-03-17T00:00:00Z
covid,pandemic,951,2021-03-17T00:00:00Z
calling,covid,938,2021-03-17T00:00:00Z
astrazeneca,vaccine,935,2021-03-17T00:00:00Z
blood,clots,926,2021-03-17T00:00:00Z
pre,covid,900,2021-03-17T00:00:00Z
asian,people,883,2021-03-17T00:00:00Z
24,hours,833,2021-03-17T00:00:00Z
kung,flu,824,2021-03-17T00:00:00Z
1,2,816,2021-03-17T00:00:00Z
asian,american,811,2021-03-17T00:00:00Z
gt,gt,810,2021-03-17T00:00:00Z
house,party,797,2021-03-17T00:00:00Z
19,relief,783,2021-03-17T00:00:00Z
covid,tests,780,2021-03-17T00:00:00Z
covid,death,779,2021-03-17T00:00:00Z
covid,testing,778,2021-03-17T00:00:00Z
stay,safe,775,2021-03-17T00:00:00Z
march,2021,773,2021-03-17T00:00:00Z
anti,lockdown,769,2021-03-17T00:00:00Z
covid,briefing,767,2021-03-17T00:00:00Z
bad,day,763,2021-03-17T00:00:00Z
fox,news,738,2021-03-17T00:00:00Z
2,weeks,732,2021-03-17T00:00:00Z
19,testing,728,2021-03-17T00:00:00Z
boris,johnson,708,2021-03-17T00:00:00Z
1,9,704,2021-03-17T00:00:00Z
covid,response,697,2021-03-17T00:00:00Z
nursing,homes,687,2021-03-17T00:00:00Z
17,2021,683,2021-03-17T00:00:00Z
covid19,vaccine,678,2021-03-17T00:00:00Z
super,junior,668,2021-03-17T00:00:00Z
pm,modi,662,2021-03-17T00:00:00Z
stay,home,657,2021-03-17T00:00:00Z
covid,positive,655,2021-03-17T00:00:00Z
white,house,654,2021-03-17T00:00:00Z
12,months,653,2021-03-17T00:00:00Z
spread,awareness,648,2021-03-17T00:00:00Z
asian,women,640,2021-03-17T00:00:00Z
death,toll,639,2021-03-17T00:00:00Z
million,people,630,2021-03-17T00:00:00Z
wuhan,virus,629,2021-03-17T00:00:00Z
herd,immunity,627,2021-03-17T00:00:00Z
health,issues,626,2021-03-17T00:00:00Z
immune,system,626,2021-03-17T00:00:00Z
19,vaccinations,622,2021-03-17T00:00:00Z
hate,crime,611,2021-03-17T00:00:00Z
catch,covid,609,2021-03-17T00:00:00Z
6,months,605,2021-03-17T00:00:00Z
vaccine,doses,605,2021-03-17T00:00:00Z
spring,break,602,2021-03-17T00:00:00Z
called,covid,601,2021-03-17T00:00:00Z
covid,bill,601,2021-03-17T00:00:00Z
biden,administration,578,2021-03-17T00:00:00Z
covid,hit,567,2021-03-17T00:00:00Z
coronavirus,covid19,565,2021-03-17T00:00:00Z
pandemic,response,565,2021-03-17T00:00:00Z
19,update,564,2021-03-17T00:00:00Z
york,times,562,2021-03-17T00:00:00Z
wear,masks,557,2021-03-17T00:00:00Z
march,2020,556,2021-03-17T00:00:00Z
nursing,home,556,2021-03-17T00:00:00Z
vaccine,exports,554,2021-03-17T00:00:00Z
death,rate,547,2021-03-17T00:00:00Z
prime,minister,547,2021-03-17T00:00:00Z
covid,rules,545,2021-03-17T00:00:00Z
junior,sjofficial,541,2021-03-17T00:00:00Z
19,deaths,538,2021-03-17T00:00:00Z
covid,free,535,2021-03-17T00:00:00Z
song,called,533,2021-03-17T00:00:00Z
sars,cov,532,2021-03-17T00:00:00Z
covid,safe,529,2021-03-17T00:00:00Z
trump,urges,528,2021-03-17T00:00:00Z
korean,boy,527,2021-03-17T00:00:00Z
jim,jordan,524,2021-03-17T00:00:00Z
positive,covid,524,2021-03-17T00:00:00Z
covid19,coronavirus,523,2021-03-17T00:00:00Z
pre,pandemic,523,2021-03-17T00:00:00Z
called,house,522,2021-03-17T00:00:00Z
500,000,518,2021-03-17T00:00:00Z
chinese,virus,516,2021-03-17T00:00:00Z
asian,community,514,2021-03-17T00:00:00Z
relief,package,513,2021-03-17T00:00:00Z
wearing,masks,513,2021-03-17T00:00:00Z
19,patients,505,2021-03-17T00:00:00Z
cov,2,502,2021-03-17T00:00:00Z
19,restrictions,500,2021-03-17T00:00:00Z
post,lockdown,500,2021-03-17T00:00:00Z
rescue,plan,496,2021-03-17T00:00:00Z
pandemic,hit,492,2021-03-17T00:00:00Z
mass,vaccination,487,2021-03-17T00:00:00Z
stimulus,check,487,2021-03-17T00:00:00Z
illegal,immigrants,481,2021-03-17T00:00:00Z
