word1,word2,n,date
covid,19,8234,2020-02-13T00:00:00Z
coronavirus,outbreak,5588,2020-02-13T00:00:00Z
cruise,ship,2519,2020-02-13T00:00:00Z
coronavirus,fears,2229,2020-02-13T00:00:00Z
hubei,province,1962,2020-02-13T00:00:00Z
death,toll,1776,2020-02-13T00:00:00Z
hong,kong,1648,2020-02-13T00:00:00Z
coronavirus,covid19,1383,2020-02-13T00:00:00Z
coronavirus,death,1185,2020-02-13T00:00:00Z
coronavirus,deaths,1117,2020-02-13T00:00:00Z
mobile,world,1097,2020-02-13T00:00:00Z
world,congress,1083,2020-02-13T00:00:00Z
china,coronavirus,953,2020-02-13T00:00:00Z
15,000,943,2020-02-13T00:00:00Z
live,updates,915,2020-02-13T00:00:00Z
covid19,coronavirus,877,2020-02-13T00:00:00Z
14,840,872,2020-02-13T00:00:00Z
amid,coronavirus,871,2020-02-13T00:00:00Z
wuhan,coronavirus,832,2020-02-13T00:00:00Z
north,korea,820,2020-02-13T00:00:00Z
bbc,news,814,2020-02-13T00:00:00Z
diamond,princess,809,2020-02-13T00:00:00Z
coronavirus,concerns,777,2020-02-13T00:00:00Z
coronavirus,live,753,2020-02-13T00:00:00Z
60,000,747,2020-02-13T00:00:00Z
corona,virus,738,2020-02-13T00:00:00Z
coronavirus,covid,734,2020-02-13T00:00:00Z
wuhan,china,729,2020-02-13T00:00:00Z
coronavirus,coronavirusoutbreak,725,2020-02-13T00:00:00Z
china,reports,723,2020-02-13T00:00:00Z
coronavirus,patient,704,2020-02-13T00:00:00Z
coronavirus,infections,702,2020-02-13T00:00:00Z
test,kits,695,2020-02-13T00:00:00Z
sharp,increase,643,2020-02-13T00:00:00Z
news,coronavirus,630,2020-02-13T00:00:00Z
coronavirus,epidemic,624,2020-02-13T00:00:00Z
tested,positive,616,2020-02-13T00:00:00Z
coronavirus,vaccine,612,2020-02-13T00:00:00Z
coronavirus,pandemic,599,2020-02-13T00:00:00Z
san,diego,588,2020-02-13T00:00:00Z
public,health,584,2020-02-13T00:00:00Z
coronavirus,flu,566,2020-02-13T00:00:00Z
coronavirus,quarantine,566,2020-02-13T00:00:00Z
coronavirus,test,563,2020-02-13T00:00:00Z
health,officials,563,2020-02-13T00:00:00Z
coronavirus,update,560,2020-02-13T00:00:00Z
world,health,560,2020-02-13T00:00:00Z
diagnosis,method,559,2020-02-13T00:00:00Z
coronavirus,china,549,2020-02-13T00:00:00Z
2019,ncov,534,2020-02-13T00:00:00Z
san,antonio,496,2020-02-13T00:00:00Z
19,virus,495,2020-02-13T00:00:00Z
1,300,468,2020-02-13T00:00:00Z
coronavirus,sharp,465,2020-02-13T00:00:00Z
communist,party,464,2020-02-13T00:00:00Z
covid,19news,462,2020-02-13T00:00:00Z
travel,ban,457,2020-02-13T00:00:00Z
coronavirus,spread,455,2020-02-13T00:00:00Z
coronavirus,disease,453,2020-02-13T00:00:00Z
10,000,449,2020-02-13T00:00:00Z
coronavirus,patients,449,2020-02-13T00:00:00Z
health,organization,443,2020-02-13T00:00:00Z
