word1,word2,n,date
covid,19,50346,2022-01-20T00:00:00Z
covid,test,5125,2022-01-20T00:00:00Z
covid,tests,5069,2022-01-20T00:00:00Z
tested,positive,3790,2022-01-20T00:00:00Z
covid,deaths,3763,2022-01-20T00:00:00Z
covid,vaccine,3264,2022-01-20T00:00:00Z
january,2022,3171,2022-01-20T00:00:00Z
nasser,mohammed,3148,2022-01-20T00:00:00Z
covid,restrictions,3146,2022-01-20T00:00:00Z
al,yamani,3117,2022-01-20T00:00:00Z
mohammed,al,3114,2022-01-20T00:00:00Z
imam,nasser,2837,2022-01-20T00:00:00Z
jumada,ii,2795,2022-01-20T00:00:00Z
12,jumada,2794,2022-01-20T00:00:00Z
ii,1443,2793,2022-01-20T00:00:00Z
1443,ah,2746,2022-01-20T00:00:00Z
yamani,12,2733,2022-01-20T00:00:00Z
15,january,2714,2022-01-20T00:00:00Z
19,vaccine,2694,2022-01-20T00:00:00Z
2022,ad,2675,2022-01-20T00:00:00Z
ah,15,2641,2022-01-20T00:00:00Z
covid,positive,2455,2022-01-20T00:00:00Z
free,covid,2246,2022-01-20T00:00:00Z
public,health,2226,2022-01-20T00:00:00Z
19,pandemic,2196,2022-01-20T00:00:00Z
natural,immunity,2009,2022-01-20T00:00:00Z
post,covid,1755,2022-01-20T00:00:00Z
covid,patients,1711,2022-01-20T00:00:00Z
boris,johnson,1665,2022-01-20T00:00:00Z
global,pandemic,1552,2022-01-20T00:00:00Z
covid,testing,1532,2022-01-20T00:00:00Z
catching,covid,1507,2022-01-20T00:00:00Z
covid,vaccines,1506,2022-01-20T00:00:00Z
home,covid,1479,2022-01-20T00:00:00Z
caught,covid,1458,2022-01-20T00:00:00Z
covid,death,1454,2022-01-20T00:00:00Z
mental,health,1448,2022-01-20T00:00:00Z
omicron,variant,1404,2022-01-20T00:00:00Z
catch,covid,1324,2022-01-20T00:00:00Z
covid,related,1286,2022-01-20T00:00:00Z
covid,infection,1280,2022-01-20T00:00:00Z
health,care,1254,2022-01-20T00:00:00Z
covid,rules,1119,2022-01-20T00:00:00Z
19,vaccines,1112,2022-01-20T00:00:00Z
supply,chain,1107,2022-01-20T00:00:00Z
covid,pandemic,1089,2022-01-20T00:00:00Z
covid,omicron,1068,2022-01-20T00:00:00Z
test,positive,1030,2022-01-20T00:00:00Z
19,vaccination,993,2022-01-20T00:00:00Z
2,weeks,970,2022-01-20T00:00:00Z
stay,safe,958,2022-01-20T00:00:00Z
19,testing,936,2022-01-20T00:00:00Z
covid,vaccination,935,2022-01-20T00:00:00Z
postpone,ssccgl,922,2022-01-20T00:00:00Z
24,hours,916,2022-01-20T00:00:00Z
pre,covid,915,2022-01-20T00:00:00Z
covid,free,909,2022-01-20T00:00:00Z
19,tests,899,2022-01-20T00:00:00Z
5,days,896,2022-01-20T00:00:00Z
mask,mandates,891,2022-01-20T00:00:00Z
19,restrictions,872,2022-01-20T00:00:00Z
anti,vax,871,2022-01-20T00:00:00Z
1,2,864,2022-01-20T00:00:00Z
joe,biden,854,2022-01-20T00:00:00Z
positive,covid,852,2022-01-20T00:00:00Z
prime,minister,848,2022-01-20T00:00:00Z
stay,home,846,2022-01-20T00:00:00Z
vaccine,mandate,846,2022-01-20T00:00:00Z
immune,system,834,2022-01-20T00:00:00Z
covid,symptoms,815,2022-01-20T00:00:00Z
covid,relief,797,2022-01-20T00:00:00Z
pandemic,started,783,2022-01-20T00:00:00Z
covid,response,781,2022-01-20T00:00:00Z
singer,dies,771,2022-01-20T00:00:00Z
test,kits,757,2022-01-20T00:00:00Z
wear,masks,752,2022-01-20T00:00:00Z
vaccinated,people,751,2022-01-20T00:00:00Z
people,died,741,2022-01-20T00:00:00Z
10,days,739,2022-01-20T00:00:00Z
vaccine,mandates,738,2022-01-20T00:00:00Z
2022,01,735,2022-01-20T00:00:00Z
tests,positive,709,2022-01-20T00:00:00Z
anti,vaxxers,704,2022-01-20T00:00:00Z
covid,situation,693,2022-01-20T00:00:00Z
pre,pandemic,691,2022-01-20T00:00:00Z
pcr,test,688,2022-01-20T00:00:00Z
testing,positive,687,2022-01-20T00:00:00Z
postpone,cgl,682,2022-01-20T00:00:00Z
covid,protocols,678,2022-01-20T00:00:00Z
ibps,po,677,2022-01-20T00:00:00Z
daily,covid,674,2022-01-20T00:00:00Z
pandemic,response,672,2022-01-20T00:00:00Z
climate,change,671,2022-01-20T00:00:00Z
covid,isn,671,2022-01-20T00:00:00Z
death,rate,666,2022-01-20T00:00:00Z
allaah,imam,662,2022-01-20T00:00:00Z
jan,20,661,2022-01-20T00:00:00Z
wearing,masks,661,2022-01-20T00:00:00Z
4,covid,656,2022-01-20T00:00:00Z
health,data,655,2022-01-20T00:00:00Z
folk,singer,649,2022-01-20T00:00:00Z
n95,masks,647,2022-01-20T00:00:00Z
post,pandemic,647,2022-01-20T00:00:00Z
spread,covid,644,2022-01-20T00:00:00Z
19,test,638,2022-01-20T00:00:00Z
firm,plan,622,2022-01-20T00:00:00Z
prior,covid,621,2022-01-20T00:00:00Z
covid,insights,618,2022-01-20T00:00:00Z
covid19,publichealth,618,2022-01-20T00:00:00Z
data,covid19,618,2022-01-20T00:00:00Z
publichealth,covid,618,2022-01-20T00:00:00Z
analytics,health,617,2022-01-20T00:00:00Z
analytics,team,617,2022-01-20T00:00:00Z
datascience,analytics,617,2022-01-20T00:00:00Z
datavisualization,datascience,617,2022-01-20T00:00:00Z
omicron,globalhealth,617,2022-01-20T00:00:00Z
usafacts,datavisualization,617,2022-01-20T00:00:00Z
