word1,word2,n,date
covid,19,7885,2020-02-22T00:00:00Z
south,korea,4267,2020-02-22T00:00:00Z
coronavirus,outbreak,3616,2020-02-22T00:00:00Z
cruise,ship,1948,2020-02-22T00:00:00Z
coronavirus,covid19,1334,2020-02-22T00:00:00Z
diamond,princess,1271,2020-02-22T00:00:00Z
coronavirus,patients,1069,2020-02-22T00:00:00Z
coronavirus,pandemic,1067,2020-02-22T00:00:00Z
coronavirus,fears,859,2020-02-22T00:00:00Z
covid19,coronavirus,831,2020-02-22T00:00:00Z
coronavirus,infected,797,2020-02-22T00:00:00Z
hong,kong,704,2020-02-22T00:00:00Z
coronavirus,covid,687,2020-02-22T00:00:00Z
tested,positive,664,2020-02-22T00:00:00Z
coronavirus,death,635,2020-02-22T00:00:00Z
trump,furious,628,2020-02-22T00:00:00Z
infected,americans,620,2020-02-22T00:00:00Z
health,officials,609,2020-02-22T00:00:00Z
public,health,597,2020-02-22T00:00:00Z
china,reports,589,2020-02-22T00:00:00Z
live,updates,563,2020-02-22T00:00:00Z
costa,mesa,559,2020-02-22T00:00:00Z
death,toll,550,2020-02-22T00:00:00Z
coronavirus,spreads,519,2020-02-22T00:00:00Z
global,coronavirus,514,2020-02-22T00:00:00Z
corona,virus,505,2020-02-22T00:00:00Z
coronavirus,live,505,2020-02-22T00:00:00Z
amid,coronavirus,472,2020-02-22T00:00:00Z
princess,cruise,471,2020-02-22T00:00:00Z
northern,italy,468,2020-02-22T00:00:00Z
flown,home,465,2020-02-22T00:00:00Z
coronavirus,south,463,2020-02-22T00:00:00Z
wuhan,china,452,2020-02-22T00:00:00Z
americans,infected,447,2020-02-22T00:00:00Z
coronavirus,china,447,2020-02-22T00:00:00Z
infections,surge,447,2020-02-22T00:00:00Z
coronavirus,quarantine,443,2020-02-22T00:00:00Z
wuhan,woman,433,2020-02-22T00:00:00Z
world,health,432,2020-02-22T00:00:00Z
korea,confirms,430,2020-02-22T00:00:00Z
coronavirus,infections,426,2020-02-22T00:00:00Z
china,coronavirus,415,2020-02-22T00:00:00Z
coronavirus,update,409,2020-02-22T00:00:00Z
huge,rise,403,2020-02-22T00:00:00Z
wuhan,coronavirus,399,2020-02-22T00:00:00Z
27,days,393,2020-02-22T00:00:00Z
coronavirus,flew,392,2020-02-22T00:00:00Z
buy,china,383,2020-02-22T00:00:00Z
furious,americans,383,2020-02-22T00:00:00Z
news,coronavirus,383,2020-02-22T00:00:00Z
south,korean,380,2020-02-22T00:00:00Z
confirms,huge,379,2020-02-22T00:00:00Z
bbc,news,377,2020-02-22T00:00:00Z
reported,infections,371,2020-02-22T00:00:00Z
permission,report,370,2020-02-22T00:00:00Z
14,days,361,2020-02-22T00:00:00Z
korea,reports,357,2020-02-22T00:00:00Z
hubei,province,349,2020-02-22T00:00:00Z
coronavirus,epidemic,344,2020-02-22T00:00:00Z
incubation,period,344,2020-02-22T00:00:00Z
coronavirus,vaccine,332,2020-02-22T00:00:00Z
coronavirus,deaths,330,2020-02-22T00:00:00Z
10,towns,326,2020-02-22T00:00:00Z
italian,towns,323,2020-02-22T00:00:00Z
coronavirus,incubation,314,2020-02-22T00:00:00Z
coronavirus,patient,312,2020-02-22T00:00:00Z
coronavirus,coronavirusoutbreak,311,2020-02-22T00:00:00Z
symptoms,infects,311,2020-02-22T00:00:00Z
