word1,word2,n,date
covid,19,43420,2022-01-17T00:00:00Z
nasser,mohammed,5973,2022-01-17T00:00:00Z
al,yamani,5956,2022-01-17T00:00:00Z
mahdi,nasser,5951,2022-01-17T00:00:00Z
mohammed,al,5951,2022-01-17T00:00:00Z
imam,mahdi,5659,2022-01-17T00:00:00Z
15,01,4771,2022-01-17T00:00:00Z
yamani,15,4720,2022-01-17T00:00:00Z
covid,test,4026,2022-01-17T00:00:00Z
01,2022,3604,2022-01-17T00:00:00Z
tested,positive,3392,2022-01-17T00:00:00Z
covid,vaccine,3068,2022-01-17T00:00:00Z
covid,deaths,2558,2022-01-17T00:00:00Z
covid,positive,2413,2022-01-17T00:00:00Z
19,vaccine,2364,2022-01-17T00:00:00Z
10,richest,2167,2022-01-17T00:00:00Z
covid,tests,1833,2022-01-17T00:00:00Z
public,health,1733,2022-01-17T00:00:00Z
19,pandemic,1585,2022-01-17T00:00:00Z
covid,vaccines,1553,2022-01-17T00:00:00Z
covid,patients,1514,2022-01-17T00:00:00Z
ibps,po,1489,2022-01-17T00:00:00Z
covid,rules,1483,2022-01-17T00:00:00Z
post,covid,1428,2022-01-17T00:00:00Z
covid,restrictions,1407,2022-01-17T00:00:00Z
global,pandemic,1376,2022-01-17T00:00:00Z
allaah,imam,1348,2022-01-17T00:00:00Z
covid,pandemic,1331,2022-01-17T00:00:00Z
catch,covid,1325,2022-01-17T00:00:00Z
firm,plan,1290,2022-01-17T00:00:00Z
01,2022ad,1287,2022-01-17T00:00:00Z
january,2022,1277,2022-01-17T00:00:00Z
covid,testing,1238,2022-01-17T00:00:00Z
caught,covid,1227,2022-01-17T00:00:00Z
omicron,variant,1221,2022-01-17T00:00:00Z
mental,health,1180,2022-01-17T00:00:00Z
19,vaccination,1166,2022-01-17T00:00:00Z
mohfw,india,1146,2022-01-17T00:00:00Z
audio,statement,1083,2022-01-17T00:00:00Z
boris,johnson,1079,2022-01-17T00:00:00Z
titled,covid,1072,2022-01-17T00:00:00Z
covid,related,1032,2022-01-17T00:00:00Z
5,days,1011,2022-01-17T00:00:00Z
covid,death,978,2022-01-17T00:00:00Z
credit,suisse,969,2022-01-17T00:00:00Z
health,care,968,2022-01-17T00:00:00Z
supply,chain,960,2022-01-17T00:00:00Z
covid,symptoms,950,2022-01-17T00:00:00Z
10,days,945,2022-01-17T00:00:00Z
nsitharaman,nsitharamanoffc,935,2022-01-17T00:00:00Z
natural,immunity,931,2022-01-17T00:00:00Z
rajkiranraig,mohfw,931,2022-01-17T00:00:00Z
hmoindia,rajkiranraig,930,2022-01-17T00:00:00Z
immune,system,894,2022-01-17T00:00:00Z
dfs,india,883,2022-01-17T00:00:00Z
test,positive,879,2022-01-17T00:00:00Z
catching,covid,875,2022-01-17T00:00:00Z
2,weeks,864,2022-01-17T00:00:00Z
home,covid,864,2022-01-17T00:00:00Z
pandemic,oxfam,862,2022-01-17T00:00:00Z
nsitharamanoffc,dfs,858,2022-01-17T00:00:00Z
positive,covid,807,2022-01-17T00:00:00Z
covid,infection,802,2022-01-17T00:00:00Z
1,2,799,2022-01-17T00:00:00Z
pmo,namo,796,2022-01-17T00:00:00Z
spread,covid,787,2022-01-17T00:00:00Z
finminindia,pmo,785,2022-01-17T00:00:00Z
stay,home,759,2022-01-17T00:00:00Z
covid,vaccination,756,2022-01-17T00:00:00Z
keir,starmer,755,2022-01-17T00:00:00Z
vaccinated,people,753,2022-01-17T00:00:00Z
spreading,covid,745,2022-01-17T00:00:00Z
novak,djokovic,739,2022-01-17T00:00:00Z
19,testing,737,2022-01-17T00:00:00Z
pre,covid,716,2022-01-17T00:00:00Z
covid,free,715,2022-01-17T00:00:00Z
19,vaccines,714,2022-01-17T00:00:00Z
covid,booster,704,2022-01-17T00:00:00Z
24,hours,702,2022-01-17T00:00:00Z
english,titled,691,2022-01-17T00:00:00Z
kapadiaanushree,ravishndtv,687,2022-01-17T00:00:00Z
testing,positive,683,2022-01-17T00:00:00Z
death,rate,677,2022-01-17T00:00:00Z
2022,ad,655,2022-01-17T00:00:00Z
stay,safe,654,2022-01-17T00:00:00Z
booster,shot,652,2022-01-17T00:00:00Z
pcr,test,644,2022-01-17T00:00:00Z
climate,change,641,2022-01-17T00:00:00Z
covid,response,635,2022-01-17T00:00:00Z
tests,positive,630,2022-01-17T00:00:00Z
15,january,619,2022-01-17T00:00:00Z
covidious,war,618,2022-01-17T00:00:00Z
covid,policy,607,2022-01-17T00:00:00Z
1443,ah,604,2022-01-17T00:00:00Z
ah,15,603,2022-01-17T00:00:00Z
coronavirus,pandemic,602,2022-01-17T00:00:00Z
tested,negative,599,2022-01-17T00:00:00Z
12,jumada,588,2022-01-17T00:00:00Z
ii,1443,588,2022-01-17T00:00:00Z
jumada,ii,588,2022-01-17T00:00:00Z
yamani,12,587,2022-01-17T00:00:00Z
covid,omicron,585,2022-01-17T00:00:00Z
post,pandemic,581,2022-01-17T00:00:00Z
covid,isn,580,2022-01-17T00:00:00Z
covid,protocols,577,2022-01-17T00:00:00Z
pre,pandemic,575,2022-01-17T00:00:00Z
jan,17,571,2022-01-17T00:00:00Z
anti,vax,570,2022-01-17T00:00:00Z
supreme,court,569,2022-01-17T00:00:00Z
pandemic,started,567,2022-01-17T00:00:00Z
anti,vaxxers,563,2022-01-17T00:00:00Z
3,days,553,2022-01-17T00:00:00Z
wear,masks,549,2022-01-17T00:00:00Z
unvaccinated,people,545,2022-01-17T00:00:00Z
health,canada,542,2022-01-17T00:00:00Z
march,2020,542,2022-01-17T00:00:00Z
prime,minister,540,2022-01-17T00:00:00Z
17,2022,535,2022-01-17T00:00:00Z
social,media,535,2022-01-17T00:00:00Z
covid,covid,533,2022-01-17T00:00:00Z
covid,situation,531,2022-01-17T00:00:00Z
sars,cov,530,2022-01-17T00:00:00Z
19,tests,528,2022-01-17T00:00:00Z
positivity,rate,524,2022-01-17T00:00:00Z
treat,covid,524,2022-01-17T00:00:00Z
19,booster,522,2022-01-17T00:00:00Z
covid19,pandemic,522,2022-01-17T00:00:00Z
free,covid,521,2022-01-17T00:00:00Z
lockdown,rules,512,2022-01-17T00:00:00Z
al,mahdi,509,2022-01-17T00:00:00Z
cov,2,505,2022-01-17T00:00:00Z
covid,surge,504,2022-01-17T00:00:00Z
1,5,502,2022-01-17T00:00:00Z
6,months,500,2022-01-17T00:00:00Z
covid,relief,497,2022-01-17T00:00:00Z
pandemic,response,495,2022-01-17T00:00:00Z
postpone,ibps,494,2022-01-17T00:00:00Z
social,distancing,494,2022-01-17T00:00:00Z
white,people,493,2022-01-17T00:00:00Z
amid,covid,486,2022-01-17T00:00:00Z
ibps,exams,484,2022-01-17T00:00:00Z
architguptajii,kapadiaanushree,474,2022-01-17T00:00:00Z
healthcare,workers,473,2022-01-17T00:00:00Z
joe,rogan,472,2022-01-17T00:00:00Z
winter,olympics,472,2022-01-17T00:00:00Z
19,deaths,470,2022-01-17T00:00:00Z
19,patients,465,2022-01-17T00:00:00Z
covid,doesn,455,2022-01-17T00:00:00Z
january,17,451,2022-01-17T00:00:00Z
19,test,450,2022-01-17T00:00:00Z
covid,vax,449,2022-01-17T00:00:00Z
test,kits,448,2022-01-17T00:00:00Z
bbc,news,447,2022-01-17T00:00:00Z
negative,covid,447,2022-01-17T00:00:00Z
joint,chiefs,443,2022-01-17T00:00:00Z
exams,ibps,433,2022-01-17T00:00:00Z
covid,protocol,427,2022-01-17T00:00:00Z
million,people,427,2022-01-17T00:00:00Z
covid,treatment,426,2022-01-17T00:00:00Z
war,imam,423,2022-01-17T00:00:00Z
save,lives,422,2022-01-17T00:00:00Z
suisse,chairman,422,2022-01-17T00:00:00Z
weeks,ago,418,2022-01-17T00:00:00Z
stop,covid,416,2022-01-17T00:00:00Z
2,days,410,2022-01-17T00:00:00Z
caliph,al,409,2022-01-17T00:00:00Z
covid,lockdowns,409,2022-01-17T00:00:00Z
decision,makers,409,2022-01-17T00:00:00Z
vaccine,mandates,409,2022-01-17T00:00:00Z
wearing,masks,408,2022-01-17T00:00:00Z
covid19,covid,407,2022-01-17T00:00:00Z
booster,shots,405,2022-01-17T00:00:00Z
covid,hit,403,2022-01-17T00:00:00Z
covid,outbreak,403,2022-01-17T00:00:00Z
test,results,402,2022-01-17T00:00:00Z
health,issues,401,2022-01-17T00:00:00Z
horta,osorio,400,2022-01-17T00:00:00Z
contracted,covid,399,2022-01-17T00:00:00Z
months,ago,399,2022-01-17T00:00:00Z
people,don,395,2022-01-17T00:00:00Z
arabic,titled,392,2022-01-17T00:00:00Z
14,days,391,2022-01-17T00:00:00Z
covid,infections,390,2022-01-17T00:00:00Z
gt,gt,388,2022-01-17T00:00:00Z
rapid,test,386,2022-01-17T00:00:00Z
common,cold,385,2022-01-17T00:00:00Z
death,toll,385,2022-01-17T00:00:00Z
herd,immunity,385,2022-01-17T00:00:00Z
nursing,homes,385,2022-01-17T00:00:00Z
sore,throat,385,2022-01-17T00:00:00Z
luther,king,384,2022-01-17T00:00:00Z
martin,luther,384,2022-01-17T00:00:00Z
covid,shot,383,2022-01-17T00:00:00Z
joe,biden,383,2022-01-17T00:00:00Z
wealth,double,380,2022-01-17T00:00:00Z
covid,pass,379,2022-01-17T00:00:00Z
days,ago,379,2022-01-17T00:00:00Z
3,months,378,2022-01-17T00:00:00Z
health,minister,378,2022-01-17T00:00:00Z
19,infections,373,2022-01-17T00:00:00Z
7,days,372,2022-01-17T00:00:00Z
2,3,368,2022-01-17T00:00:00Z
mark,milley,368,2022-01-17T00:00:00Z
pm,modi,367,2022-01-17T00:00:00Z
common,sense,365,2022-01-17T00:00:00Z
2,58,364,2022-01-17T00:00:00Z
1,3,362,2022-01-17T00:00:00Z
covid,isolation,362,2022-01-17T00:00:00Z
vaccination,drive,362,2022-01-17T00:00:00Z
fight,covid,360,2022-01-17T00:00:00Z
1,covid,357,2022-01-17T00:00:00Z
covid,times,357,2022-01-17T00:00:00Z
deadly,pandemic,354,2022-01-17T00:00:00Z
covid,variant,353,2022-01-17T00:00:00Z
namo,app,352,2022-01-17T00:00:00Z
contracting,covid,350,2022-01-17T00:00:00Z
breaking,covid,347,2022-01-17T00:00:00Z
fuck,covid,347,2022-01-17T00:00:00Z
milley,tests,344,2022-01-17T00:00:00Z
people,died,344,2022-01-17T00:00:00Z
covid,virus,343,2022-01-17T00:00:00Z
3rd,wave,342,2022-01-17T00:00:00Z
nickwtop,wtop,342,2022-01-17T00:00:00Z
covid,spread,341,2022-01-17T00:00:00Z
daily,covid,341,2022-01-17T00:00:00Z
covid,measures,340,2022-01-17T00:00:00Z
mild,symptoms,339,2022-01-17T00:00:00Z
gate,2022,337,2022-01-17T00:00:00Z
positive,test,337,2022-01-17T00:00:00Z
covid,policies,336,2022-01-17T00:00:00Z
biden,administration,335,2022-01-17T00:00:00Z
eduminofindia,iitkgp,335,2022-01-17T00:00:00Z
mask,mandates,332,2022-01-17T00:00:00Z
