word1,word2,n,date
covid,19,74823,2021-03-23T00:00:00Z
covid,vaccine,10013,2021-03-23T00:00:00Z
19,vaccine,9774,2021-03-23T00:00:00Z
19,pandemic,4303,2021-03-23T00:00:00Z
mass,shootings,4239,2021-03-23T00:00:00Z
19,vaccines,3258,2021-03-23T00:00:00Z
post,covid,2985,2021-03-23T00:00:00Z
mental,health,2791,2021-03-23T00:00:00Z
global,pandemic,2572,2021-03-23T00:00:00Z
covid,deaths,2530,2021-03-23T00:00:00Z
19,vaccination,2423,2021-03-23T00:00:00Z
covid,test,2371,2021-03-23T00:00:00Z
12,months,2129,2021-03-23T00:00:00Z
post,pandemic,2102,2021-03-23T00:00:00Z
public,health,2061,2021-03-23T00:00:00Z
covid,vaccines,1933,2021-03-23T00:00:00Z
national,lockdown,1864,2021-03-23T00:00:00Z
national,day,1844,2021-03-23T00:00:00Z
boris,johnson,1761,2021-03-23T00:00:00Z
ー,19,1720,2021-03-23T00:00:00Z
covid,ー,1715,2021-03-23T00:00:00Z
uk,lockdown,1666,2021-03-23T00:00:00Z
covid,relief,1602,2021-03-23T00:00:00Z
coronavirus,pandemic,1573,2021-03-23T00:00:00Z
covid,restrictions,1553,2021-03-23T00:00:00Z
covid,shot,1475,2021-03-23T00:00:00Z
tested,positive,1385,2021-03-23T00:00:00Z
covid,vaccination,1375,2021-03-23T00:00:00Z
covid19,pandemic,1329,2021-03-23T00:00:00Z
mass,shooting,1308,2021-03-23T00:00:00Z
spring,break,1285,2021-03-23T00:00:00Z
march,23,1255,2021-03-23T00:00:00Z
social,distancing,1251,2021-03-23T00:00:00Z
vaccine,trial,1249,2021-03-23T00:00:00Z
krispy,kreme,1235,2021-03-23T00:00:00Z
minute,silence,1214,2021-03-23T00:00:00Z
lockdown,anniversary,1212,2021-03-23T00:00:00Z
covid,pandemic,1160,2021-03-23T00:00:00Z
covid,lockdown,1101,2021-03-23T00:00:00Z
covid,patients,1088,2021-03-23T00:00:00Z
covid,related,1029,2021-03-23T00:00:00Z
coronavirus,vaccine,1020,2021-03-23T00:00:00Z
drug,store,1000,2021-03-23T00:00:00Z
availability,walgreens,995,2021-03-23T00:00:00Z
walgreens,walgreen,995,2021-03-23T00:00:00Z
walgreen,drug,992,2021-03-23T00:00:00Z
health,officials,974,2021-03-23T00:00:00Z
health,care,971,2021-03-23T00:00:00Z
23,2021,964,2021-03-23T00:00:00Z
1,2,961,2021-03-23T00:00:00Z
gun,violence,949,2021-03-23T00:00:00Z
lost,loved,933,2021-03-23T00:00:00Z
march,2020,917,2021-03-23T00:00:00Z
covid,death,899,2021-03-23T00:00:00Z
pre,covid,883,2021-03-23T00:00:00Z
2,weeks,873,2021-03-23T00:00:00Z
hotel,quarantine,871,2021-03-23T00:00:00Z
social,media,862,2021-03-23T00:00:00Z
outdated,information,859,2021-03-23T00:00:00Z
vaccine,rollout,859,2021-03-23T00:00:00Z
stay,home,822,2021-03-23T00:00:00Z
care,home,809,2021-03-23T00:00:00Z
lives,lost,803,2021-03-23T00:00:00Z
stay,safe,801,2021-03-23T00:00:00Z
common,cold,795,2021-03-23T00:00:00Z
minutes,silence,791,2021-03-23T00:00:00Z
anti,lockdown,787,2021-03-23T00:00:00Z
brighter,future,783,2021-03-23T00:00:00Z
march,2021,782,2021-03-23T00:00:00Z
death,toll,773,2021-03-23T00:00:00Z
covid,jab,754,2021-03-23T00:00:00Z
march,29,750,2021-03-23T00:00:00Z
gt,gt,746,2021-03-23T00:00:00Z
pandemic,started,741,2021-03-23T00:00:00Z
19,restrictions,723,2021-03-23T00:00:00Z
national,dayofreflection,721,2021-03-23T00:00:00Z
5,000,720,2021-03-23T00:00:00Z
post,lockdown,707,2021-03-23T00:00:00Z
lockdown,started,701,2021-03-23T00:00:00Z
trial,data,700,2021-03-23T00:00:00Z
prime,minister,698,2021-03-23T00:00:00Z
april,1,697,2021-03-23T00:00:00Z
relief,bill,686,2021-03-23T00:00:00Z
covid,positive,685,2021-03-23T00:00:00Z
24,hours,681,2021-03-23T00:00:00Z
lockdown,1,678,2021-03-23T00:00:00Z
bbc,news,677,2021-03-23T00:00:00Z
3rd,wave,659,2021-03-23T00:00:00Z
herd,immunity,656,2021-03-23T00:00:00Z
12,noon,650,2021-03-23T00:00:00Z
astrazeneca,covid,650,2021-03-23T00:00:00Z
covid,response,649,2021-03-23T00:00:00Z
covid,free,645,2021-03-23T00:00:00Z
covid,testing,643,2021-03-23T00:00:00Z
3,weeks,641,2021-03-23T00:00:00Z
19,vaccinations,639,2021-03-23T00:00:00Z
covid,tests,636,2021-03-23T00:00:00Z
coronavirus,covid19,630,2021-03-23T00:00:00Z
million,people,627,2021-03-23T00:00:00Z
wear,masks,619,2021-03-23T00:00:00Z
national,guard,617,2021-03-23T00:00:00Z
19,lockdown,616,2021-03-23T00:00:00Z
23,march,616,2021-03-23T00:00:00Z
grocery,store,615,2021-03-23T00:00:00Z
sars,cov,614,2021-03-23T00:00:00Z
death,rate,612,2021-03-23T00:00:00Z
astrazeneca,vaccine,611,2021-03-23T00:00:00Z
covid19,vaccine,611,2021-03-23T00:00:00Z
care,homes,603,2021-03-23T00:00:00Z
coronavirus,lockdown,596,2021-03-23T00:00:00Z
york,times,595,2021-03-23T00:00:00Z
pandemic,response,593,2021-03-23T00:00:00Z
cov,2,589,2021-03-23T00:00:00Z
wearing,masks,567,2021-03-23T00:00:00Z
march,22,560,2021-03-23T00:00:00Z
months,ago,559,2021-03-23T00:00:00Z
19,test,553,2021-03-23T00:00:00Z
joe,biden,552,2021-03-23T00:00:00Z
collective,loss,546,2021-03-23T00:00:00Z
stanley,johnson,545,2021-03-23T00:00:00Z
transporting,covid,545,2021-03-23T00:00:00Z
catch,covid,539,2021-03-23T00:00:00Z
mar,23,537,2021-03-23T00:00:00Z
19,deaths,529,2021-03-23T00:00:00Z
gun,control,529,2021-03-23T00:00:00Z
1st,lockdown,526,2021-03-23T00:00:00Z
lockdown,restrictions,526,2021-03-23T00:00:00Z
easter,lockdown,523,2021-03-23T00:00:00Z
covid,travel,522,2021-03-23T00:00:00Z
pre,pandemic,520,2021-03-23T00:00:00Z
climate,change,517,2021-03-23T00:00:00Z
covid,rules,517,2021-03-23T00:00:00Z
sadly,lost,510,2021-03-23T00:00:00Z
caught,covid,502,2021-03-23T00:00:00Z
coronavirus,covid,502,2021-03-23T00:00:00Z
happy,birthday,500,2021-03-23T00:00:00Z
key,workers,500,2021-03-23T00:00:00Z
covid,hit,498,2021-03-23T00:00:00Z
19,update,497,2021-03-23T00:00:00Z
immune,system,493,2021-03-23T00:00:00Z
covid19,coronavirus,484,2021-03-23T00:00:00Z
lockdown,rules,482,2021-03-23T00:00:00Z
included,outdated,481,2021-03-23T00:00:00Z
vaccine,dose,480,2021-03-23T00:00:00Z
south,africa,478,2021-03-23T00:00:00Z
covid,safe,477,2021-03-23T00:00:00Z
3,months,476,2021-03-23T00:00:00Z
covid,symptoms,476,2021-03-23T00:00:00Z
vaccine,doses,471,2021-03-23T00:00:00Z
nursing,homes,470,2021-03-23T00:00:00Z
test,positive,467,2021-03-23T00:00:00Z
vaccine,eligibility,467,2021-03-23T00:00:00Z
19,relief,466,2021-03-23T00:00:00Z
6,months,464,2021-03-23T00:00:00Z
covid,protocols,462,2021-03-23T00:00:00Z
people,died,462,2021-03-23T00:00:00Z
500,000,461,2021-03-23T00:00:00Z
care,workers,457,2021-03-23T00:00:00Z
common,sense,457,2021-03-23T00:00:00Z
health,issues,457,2021-03-23T00:00:00Z
19,patients,454,2021-03-23T00:00:00Z
covid,crisis,449,2021-03-23T00:00:00Z
28,days,447,2021-03-23T00:00:00Z
save,lives,446,2021-03-23T00:00:00Z
